family,delta,parameter,nominal_label,order_parameter,spectral_gap,fidelity_to_unperturbed,qcnn_probability,predicted_label
cluster,0.05,1.421597727825366,1,0.35121106261793705,1.4277615244854456,0.9995198926700859,0.6573674897511848,1
cluster,0.05,1.6401275512018094,1,0.3058017260197648,1.8726101304733156,0.9997326018511908,0.669806351274506,1
cluster,0.05,1.510963902580274,1,0.332282074463506,1.6137761553246222,0.9996219288249846,0.6594951499318853,1
cluster,0.05,1.7509309254076182,1,0.2859516552361228,2.103933747541374,0.9998513673494527,0.6793145004272587,1
cluster,0.05,0.61,0,0.7433936855118803,0.21465766123198016,0.9990081548727285,0.4792336876965082,0
cluster,0.05,0.67,0,0.686532807456414,0.30189516466645827,0.9977232836424521,0.5099611810167715,1
cluster,0.05,0.97,0,0.5140970140088948,0.7013598331757791,0.999772818680343,0.5916369033218312,1
cluster,0.05,1.06,1,0.4751731517548395,0.8342867049028602,0.9997991689386758,0.6084354979792466,1
cluster,0.05,1.075,1,0.464890801573244,0.8707128135594271,0.9998475248913926,0.612556620924162,1
cluster,0.1,0.3853140330920491,0,0.8781400360478174,0.09002338559007939,0.9907447617023287,0.40822383962338316,0
cluster,0.1,0.1719198464948141,0,0.9758311482594487,0.016074854208812717,0.9935416589894792,0.3543528896248753,0
cluster,0.1,0.2882668175043755,0,0.9445307878004557,0.03319866145938466,0.9961950406976867,0.37078015668363973,0
cluster,0.1,0.1906666715002539,0,0.9724001785280598,0.017826039169704266,0.9944148642160566,0.35635376374487393,0
cluster,0.1,1.4822284388564335,1,0.32621890052509417,1.7320380460129616,0.9991175734121533,0.6623167444304648,1
cluster,0.1,1.647250550348674,1,0.31390513794952657,1.862662239385939,0.9993549174277836,0.6707998878276472,1
cluster,0.1,1.5963943894303454,1,0.3079517108647063,1.7780917328711379,0.9991889999475343,0.6682712367034511,1
cluster,0.1,0.205419343227828,0,0.9706454241073385,0.01742730771074541,0.9951670188758008,0.3577627819687043,0
cluster,0.1,0.6496524105322995,0,0.7019962569506372,0.29892829961478107,0.9945335764792642,0.5038942873157028,1
cluster,0.1,0.2728206179839341,0,0.9389483832980791,0.03956928119320846,0.991169829442749,0.3741955013676961,0
cluster,0.1,0.6932732759831587,0,0.6476853053335813,0.38379599308850487,0.9930009557550556,0.524959309172385,1
cluster,0.1,1.421597727825366,1,0.34619363843230944,1.4301065649450209,0.9981748759186688,0.6599174390973663,1
cluster,0.1,1.6401275512018094,1,0.3033165830491535,1.9125484951142333,0.9989513246973084,0.6681158584236113,1
cluster,0.1,1.510963902580274,1,0.3295857618119236,1.6386243810247354,0.9985791316005092,0.6569453989497768,1
cluster,0.1,1.7509309254076182,1,0.2832617948191719,2.171877308465387,0.9994273707637557,0.6806215106727578,1
cluster,0.1,0.61,0,0.7317403189656425,0.2457496077736412,0.996194449782562,0.4857507053413769,0
cluster,0.1,0.67,0,0.6628609342329405,0.36434684738425815,0.9913198469368708,0.5231955941058904,1
cluster,0.1,0.97,0,0.5074712395333852,0.7518500710823766,0.9991363552892129,0.5952485596845672,1
cluster,0.1,1.06,1,0.47209872593777485,0.8764228849536764,0.9992232015456667,0.6103491568270074,1
cluster,0.1,1.075,1,0.4580020566610227,0.9239615161522963,0.9994053332711444,0.6158062998936731,1
cluster,0.2,0.3853140330920491,0,0.844568461789926,0.15600823634381555,0.9648886958861732,0.42817650621912745,0
cluster,0.2,0.1719198464948141,0,0.9625093343256399,0.04166779209251725,0.9745737936068499,0.3620432742397134,0
cluster,0.2,0.2882668175043755,0,0.9365587246795423,0.0553077287802628,0.9867805806365977,0.37513505805261393,0
cluster,0.2,0.1906666715002539,0,0.9604975085169674,0.04167647602385749,0.9787218082773926,0.36386851955858557,0
cluster,0.2,1.4822284388564335,1,0.31183504235322757,1.912251626880991,0.9968123351110004,0.6644554575154595,1
cluster,0.2,1.647250550348674,1,0.32160268100749806,1.8349701209595022,0.9973940633823254,0.6695875605457311,1
cluster,0.2,1.5963943894303454,1,0.29945308015315225,1.7866901354497848,0.9969650132622184,0.6676880488513085,1
cluster,0.2,0.205419343227828,0,0.9616321038239889,0.03606234786014362,0.9823378084649099,0.3639464064763136,0
cluster,0.2,0.6496524105322995,0,0.6768723503815091,0.3819988789052964,0.9781046130799449,0.517821159248979,1
cluster,0.2,0.2728206179839341,0,0.9137820232339843,0.08485517321267011,0.9641143426524661,0.3892121352748044,0
cluster,0.2,0.6932732759831587,0,0.6048276486477048,0.5067259598660421,0.9752695437831344,0.5424987742742731,1
cluster,0.2,1.421597727825366,1,0.3377672628013965,1.4273348201078342,0.993360416359065,0.6638511956993336,1
cluster,0.2,1.6401275512018094,1,0.2991951960124349,1.971316506421191,0.9959392997357095,0.6640883598441307,1
cluster,0.2,1.510963902580274,1,0.32534528935468854,1.6824377789428624,0.9949542675252826,0.6517774200090808,1
cluster,0.2,1.7509309254076182,1,0.27822737825233906,2.306923775162648,0.9978718884461637,0.6828549746834798,1
cluster,0.2,0.61,0,0.7087747118315896,0.3039114885754266,0.9859329343685744,0.4981349592686134,0
cluster,0.2,0.67,0,0.6171858313580477,0.4969699081761476,0.9688272105474803,0.5472011691834269,1
cluster,0.2,0.97,0,0.49496847876661043,0.8418961621905936,0.9968576420890785,0.6019978859155184,1
cluster,0.2,1.06,1,0.466378174789663,0.9589571933868406,0.9970731915280466,0.6137768844960692,1
cluster,0.2,1.075,1,0.44455102996845003,1.0261445370276778,0.9977234598392891,0.6218161271070428,1
